text,reviewId,city,lan,original_Index
Great chinese food!!,ChZDSUhNMG9nS0VJQ0FnSUNabEliVVpREAE,Cary,en,2236
Good food and affordable,ChdDSUhNMG9nS0VJQ0FnSUNka2NMTXVnRRAB,Boston,en,1380
I was having problems with the app & redeeming my reward points . The staff was super helpful,ChdDSUhNMG9nS0VJQ0FnSUREc0pTTnVRRRAB,Atlanta,en,573
This is my 4th visit to this location convenient to NoMa Metro station. The drinks & service are decent get here early for happy hour crowd. I had the lobster salad & it was average. I don’t like my salad already mixed. The pan crusted trout is my favorite . I good time is always had at this location. I always meet new people. Parking is a hit or miss so take the metro.,ChZDSUhNMG9nS0VJQ0FnSUREbjY3OUJBEAE,Washington,en,5267
"What a great dinner! We got out of downtown and found this gem.  Our waitress Gabbie was so, so nice and attentive.  The nachos were da bomb and beer was super cold (a must for me).  Really enjoyed the deck atmosphere.  I highly recommend the Treehouse.",ChZDSUhNMG9nS0VJQ0FnSUQ5Z0luLU1REAE,Atlanta,en,622
"Visiting the quarter and wanted some Chinese, so this was one of the first spots we kept seeing show up online.

The best two items were: The crab/crawfish dumplings, fantastic. And, the sautéed green beans. They are crisp and hot, but still tender inside. A bit too much sauce for me, though.

Runner ups: The steamed pork buns. Stuffed with a good amount of meat inside, they were super fresh and soft. The basil popcorn chicken. So crispety and crunchy, and served piping hot. Egg rolls were different than traditional ones. Not as much of a cronch on them, but still good.

The char siu pork was sadly probably my least favorite item. It needs more char, and less of whatever sauce they're using, they need more of that traditional red sauce (see photos).

Service is super friendly, fast, and attentive.",ChdDSUhNMG9nS0VJQ0FnSUREejkydWtnRRAB,New Orleans,en,5827
My friends turned me on to this place I've been there about three times and I got to say it is great food the service and the experience,ChZDSUhNMG9nS0VJQ0FnSUREc2NTOFFnEAE,Charlotte,en,2656
5 star food.,ChZDSUhNMG9nS0VJQ0FnSUREMmFXMFpREAE,New Orleans,en,5609
"I came to this corner cafe for breakfast. I ordered shrimp and grits plus a biscuit. The shrimps tasted fresh. Honestly I hated grits but because shrimp and grits seemed to be a famous New Orleans dish. I felt it necessary to give it a try.

It turned out that the grits mixed well with the shrimp sauce and the melty cheese, which tasted a bit salty. The biscuit was a separate order, but I am glad that I ordered it because if I ate the grit alone it would be too salty for me. By the way, the biscuit was quite buttery but not fluffy enough.

I went there before 9 am on Saturday. No need to wait. When I left, however, people were already forming a line outside.",ChdDSUhNMG9nS0VJQ0FnSUNqM3FiT29RRRAB,New Orleans,en,5628
Worst hygiene and attitude of any whataburger I've ever been too. I've never been so scared that a person spit in my food. Yes ma'am no ma'am as usual from me and got nothing but my food thrown at the window and the most awkward fake smile you've ever seen in your life after the disrespect and scoffing from the employees. Not going back unless every employee is different and management has changed. Ruined my lunch.,ChdDSUhNMG9nS0VJQ0FnSUNqdWN5TjJBRRAB,Dallas,en,3702
Everything was perfect!!! Liah was perfect!!!!,ChdDSUhNMG9nS0VJQ0FnSUNqeGNIMDd3RRAB,Atlanta,en,497
Very good food,ChZDSUhNMG9nS0VJQ0FnSUMyN0t5WWZREAE,Boston,en,1650
"Smells good, taste good, great service, I really enjoy the place!",ChdDSUhNMG9nS0VJQ0FnSUNEc2ItV3pnRRAB,Washington,en,4918
"Food is good, but short of amazing. The wait staff is really good, but there's bus staff and hosts that need to be trained a lot better, because they take away from the experience. I think the atmosphere is harmed by how many tables they have crammed into the place.",ChZDSUhNMG9nS0VJQ0FnSUQ5NU43U2ZREAE,Cary,en,2125
"Great beer and wonderful baked pretzels!   The best, though, is the outdoor beer garden atmosphere.  It is just so nice to come here.  There is a group that gets together on Thursdays at 6:30pm to meet and speak in German.  Very welcoming of all levels of German speaking!",ChZDSUhNMG9nS0VJQ0FnSUREaE5PSk9REAE,New Orleans,en,5766
The food has different taste each time I buy food there and the quantity of the dish has went down. I bought 2 steak dinners and all you get is a huge helping of rice. I will not dine there again.,ChZDSUhNMG9nS0VJQ0FnSURkbkpLRlB3EAE,Boston,en,1475
Good place to get cheap food before the game,ChZDSUhNMG9nS0VJQ0FnSUN3Z09TTllREAE,New York,en,4155
"Great place to eat. The staff are great. The prices are better. The food is clean and hot. Their condiments are great. Only problem is the hygiene of the tables. They can clean those a bit faster. Save the tables, this place is really good.",ChdDSUhNMG9nS0VJQ0FnSUQ1NHZITjZnRRAB,Boston,en,1383
Love love love their salads.. the service is awesome and the place is nice and clean.  Great spot above Geneva.,ChdDSUhNMG9nS0VJQ0FnSUNscXMydzVBRRAB,San Francisco,en,4730
"I'm a regular. Stopped by this morning for my usual bowl; eggs were cooked to death and brown (they were inedible). At $5.36 for that bowl, it better be perfect. If I wanted burned eggs, I would go to Whataburger, that's their superpower.
This is an ongoing issue at this store as well as super skimpy bowls compared to other CFA's (value vs price).
I won't be back. You just lost a regular.",ChdDSUhNMG9nS0VJQ0FnSURkMXFYcTRnRRAB,Dallas,en,3822
The positive reviews must be from people that work there. This place is horrendous.,ChdDSUhNMG9nS0VJQ0FnSUR0OTVXZmlnRRAB,Chicago,en,3063
"Owner / manager was super nice and engaged with me and other customers.  Happy disposition. Only reason I rated 4 stars for food is because I think Subway as a company is stingy with the meat in their sub sandwiches compared to their competitors. Atmosphere is 5 stars because of the service and the tables and dining area were clean. Straws, napkins etc. were well stocked.",ChdDSUhNMG9nS0VJQ0FnSUR0aTcyY3dBRRAB,Cary,en,2208
El.personal muy mal,ChZDSUhNMG9nS0VJQ0FnSUNkeE9EYlVREAE,Washington,en,4906
"Kale salad with shrimp was 10/10,  washed it down with an old fashion cocktail.I will come here again. First time in Atlanta",ChdDSUhNMG9nS0VJQ0FnSUM5dmZEUWt3RRAB,Atlanta,en,688
These people are beyond incompetent. I specifically asked for a medium well burger with absolutely no cheese and of course I got a crispy burger with half of a cheese wheel on it . Disgusting,ChZDSUhNMG9nS0VJQ0FnSURENDlmbkxREAE,New York,en,4053
I love this place. It has become a new family favorite and the employees are always so kind. The food is what you would expect it to be. It's not a Michelin star restaurant but I have not been served something that was not good. We usually go during dinner time and sometimes it can be really quaint and quiet but sometimes it can be really busy but the attitude of the employees makes the extended wait ok.,ChZDSUhNMG9nS0VJQ0FnSUREaC0zckdBEAE,Chicago,en,3133
"Loved it! Tried it for the first time today, I can say I'm definitely going back. I got the Chicken Marsala Pasta. My favorite part was the delicious and tasty mushrooms. Cant wait to try a different plate.",ChZDSUhNMG9nS0VJQ0FnSUQ1bWNMWmRREAE,Dallas,en,3288
"Never been disappointed as I am today, been coming here for 5 years to support this business because I genuinely enjoyed the food. Today that changed when a new young staff served me what seems to be left over pieces of shredded  chicken. I ordered the brown stew chicken with rice and peas and cabbage. As the server was making my large plate I asked her not to give me broken pieces. She gave me two small portions of whole chicken and the rest of it was broken shredded chicken which amounted to one extra piece of it had not been broken, so I paid for three pieces of chicken for what should have been a large which usually includes about 5 good pieces. Then she literally gave me one scoop of cabbage that were over cooked and needless to say I’m highly disappointed for her service. The owner was there but she is not approachable as she never smiles and always seems to just want to get people in and out her business. I think I will no longer support places like this although in the past I have enjoyed their food today was just trash of food service and poor quality of food. I took a pic of my served plate for reference. They sure show favoritism in cultures as well as in the past I’ve noticed they give more rations to the African Americans vs the other supporting customers.",ChZDSUhNMG9nS0VJQ0FnSUNGamYzNURBEAE,Washington,en,5282
"This Mexican spot is the real deal! The place feels like a little piece of Mexico – colorful, cozy, and always clean. I love that they use fresh ingredients, making every dish taste like a homemade masterpiece.

What blew me away was how fast they got my order ready – perfect for when you're in a hurry. Including quick delivery for any occasion. The dinner choices are endless, and each one is a flavor explosion. Plus, the owner and the staff are super friendly – it's like eating at a friend's place.

If you're into Mexican food that's quick, tasty, and feels like a home-cooked meal, this spot nails it!",ChdDSUhNMG9nS0VJQ0FnSUQxMzlqcnR3RRAB,Chicago,en,2823
"I love the blue cheese chicken grilled salad. OK price under 10 bucks.  I avoid the line at lunch...but go at 5 to 6 pm with no issues. Great staff,  less than a 10 minute wait time.  And, unlike the neighbors,  they include 2 packs of dressing,  napkins and...a plastic fork!! Added 3/30/24. Avoid the $10 for 4 small overly breaded shrimp. Good grief. Nope.",ChZDSUhNMG9nS0VJQ0FnSUR5emJfQ0xnEAE,Cary,en,1863
"RAW BURGER!! AND DEALING WITH CODY WAS HORRIBLE!!!!!! Order my burger well done. They gave it to me bleeding. Called no customer service from Cody, just LIES AND THEFT!! he says he was the manager no apology for the experience just bring it back for your refund!!! $15 for a burger full of blood and a waste of time. Literally the burger pictured cause me to vomit..   NEVER AGAIN 

Cody is the WORST TYPE OF PERSON I HAVE EVER ENCOUNTERED. HE LIED AND SAID HE WAS THE MANAGER!!!! He LIED. IF CODY TELLS YOU HE IS THE MANAGER HE IS LYING. Then he had me come all the way back to the Farm Burger on 14th street in Atlanta Midtown for a refund. When I get there he says I sent it to your card and THAT WAS A LIE.

The black with the dreads just paid me my refund in cash after arguing with the white dude CODY for 20 minutes. 20 minutes of lying about being the manager and sending a refund to my card. Why he acted like this, I have my suspicions however this is definitely one of the WORST PLACE to eat for lunch in Midtown. And tell Cody stop lying!!!!",ChdDSUhNMG9nS0VJQ0FnSUNqMk5HTWxRRRAB,Atlanta,en,1070
"I love coming here for my lunch , all the employees are amazing and welcoming!",ChZDSUhNMG9nS0VJQ0FnSUNqdWViUkR3EAE,Atlanta,en,570
I try the pepperoni pizza didn't like it. But the pepperoni sub was delicious .,ChZDSUhNMG9nS0VJQ0FnSUNKcVlDVlpREAE,Atlanta,en,769
"Hope it's under new ownership, was there on a date about 2 years ago got sick as a dog, but use to be great way back true Vietnamese dining then, outside of the recent dining experience the waitstaff  was very professional. But won't be back",ChdDSUhNMG9nS0VJQ0FnSUQ1X0luQmxRRRAB,Boston,en,1635
"Had a worst experience. There was a huge line but nobody was there at the cashier counter to assist instead they were arguing about something in the kitchen. Most of the people left the queue. I decided to wait patiently but it turned out to be one of the worst decisions of my life. The chicken sandwich was cold and tasted like mud. I regret deciding to try this place. If you want to have a decent food and a good service, then this is not a place for you. PLEASE STAY AWAY!!!",ChdDSUhNMG9nS0VJQ0FnSUQwbGV5VDJBRRAB,Chicago,en,3032
Great customer Service and delicious food,ChRDSUhNMG9nS0VJQ0FnSURkbWJFSxAB,Dallas,en,3345
Taiwanese love the chicken plate!!! The food are amazing,ChdDSUhNMG9nS0VJQ0FnSUM5MUxxazRRRRAB,San Francisco,en,4652
This is my husband and my favorite restaurant to visit when in the French quarter. Our server Melanie was amazing and the food is exceptional. My husband ordered the gator po' boy and I got the redfish special topped with a crab cake and this amazing sauce! Such a perfect choice! Highly recommend!,ChdDSUhNMG9nS0VJQ0FnSUNqeGFESTR3RRAB,New Orleans,en,6386
Order a rootbeer float and a 1/2 burger.  Burger meat was juicy but other than that burger was plain. Decent pricing. Float was ok. Better option than a McDonald's and Jack in the box. Not better than 1/4 pounder.,ChdDSUhNMG9nS0VJQ0FnSUREN2ViUW1BRRAB,San Francisco,en,4775
Great food All the time,ChdDSUhNMG9nS0VJQ0FnSUROaVl5dnFBRRAB,Boston,en,1400
"Meh…I wasn’t impressed.  We were there for the lunch menu. My daughter said her mole sauce was really good.  My chicken chimichanga without sour cream was really lacking flavor, filling, and food. The image is exactly as it was served.",ChdDSUhNMG9nS0VJQ0FnSUNqa3FDdXh3RRAB,Cary,en,2196
It's one of 3 must see places I send everyone to when they say they are headed to check out bourbon st. Definitely try the hurricane.,ChdDSUhNMG9nS0VJQ0FnSUNqbnNleTZnRRAB,New Orleans,en,5802
"Superb taste, authentic ingredients, highly recommended for anyone who craves for authentic Northern/North-eastern/Laotian cuisine. For dessert, I really love sticky rice and jackfruits; really sweet and tasty.",ChZDSUhNMG9nS0VJQ0FnSUNqLUlXcllnEAE,Washington,en,5304
This place its been closed the last days and in Google maps says it is open,ChdDSUhNMG9nS0VJQ0FnSUNkdE5QY2xBRRAB,Washington,en,5088
"I ordered the 14"" pizza last night and it was great! Nice people and fast service",ChdDSUhNMG9nS0VJQ0FnSUR4anF6eV9BRRAB,Washington,en,4901
The front counter lady gives poor service and doesn't pay attention to the customer,ChZDSUhNMG9nS0VJQ0FnSUREeE1TWmNBEAE,Boston,en,1487
This place is the bomb!,ChdDSUhNMG9nS0VJQ0FnSUNqcHAyVTV3RRAB,Atlanta,en,615
Absolutely great. Amazing atmosphere inside. The service was great - i can't remember our servers name but she was absolutely incredible. The food was delicious and came super quickly. Its a shame that the servers are underpaid and clearly quite stressed due to understaffing. They coped with all of this really well and it was an astounding experience!,ChdDSUhNMG9nS0VJQ0FnSUREckthUGtRRRAB,New Orleans,en,6281
"I have ordered from here twice and the food was delicious! I had a seafood combo with lobster, rock crabs, snow crab, shrimp, hush puppies, corn, potato, boiled eggs, sausages and Cajun fries. Everything was hot and the food was fresh. I got the Cajun (very mild) sauce and it was the perfect. Not too spicy but just right. Will order again in the near future.",ChdDSUhNMG9nS0VJQ0FnSURCeHFTLXlBRRAB,Boston,en,1249
On Tour with Andrea Bocelli in New Orleans. Just got food for after show from this vendor. Let me tell you yall need to come get you one of these.,ChZDSUhNMG9nS0VJQ0FnSUNoNXB1b0hREAE,New Orleans,en,6142
Chicken strips were dried out don't want no more!,ChdDSUhNMG9nS0VJQ0FnSUNkMWZ5NjRRRRAB,Dallas,en,3644
I love TD easy to order online but taste better dinning in,ChdDSUhNMG9nS0VJQ0FnSUNBbmRXOF9RRRAB,Dallas,en,3329
This place will give you a menu with the prices on it but when you get your bill it will be 5× HIGHER than actual cost because they will charge you extra for every little thing they do ! Straight up !! I'll never be back.,ChZDSUhNMG9nS0VJQ0FnSUNqaGJpSkJnEAE,New Orleans,en,6354
The soup for the soul is awesome. Quick easy healthy.,ChZDSUhNMG9nS0VJQ0FnSUNqM0pPLUVREAE,Cary,en,2192
"Everything is amazing, the staff is beyond kind, I live around the corner and eat here at least once weekly. Tinga burrito is my go too.",ChdDSUhNMG9nS0VJQ0FnSUM5MnZ6YnZBRRAB,Boston,en,1666
Very clean and nice dining area. The bathrooms were clean. The staff was very friendly and helpful. Overall very nicely managed location.,ChZDSUhNMG9nS0VJQ0FnSUNqcHNYSE13EAE,Dallas,en,3365
no ! At the booth we where sitting in was roaches . Unfortunately didn’t even notice them (shouldn’t have to CAUSE THEIR NOT SUPPOSED TO BE THERE)until we are getting ready to leave and the baby roaches crawl out onto the dam table .,ChdDSUhNMG9nS0VJQ0FnSURwNy1HUHpnRRAB,Charlotte,en,2341
"Delicious coffee, food and smoothies great atmosphere and wonderful service!!",ChZDSUhNMG9nS0VJQ0FnSUMxMHBfLWZBEAE,Boston,en,1105
The food is so delicious but the wait staff was not very attentive. Wait staff was very kind but they didn’t help out much.,ChdDSUhNMG9nS0VJQ0FnSUQ5a1k2N2l3RRAB,Atlanta,en,565
In New Orleans for a week and had by far my best meal at Landrys on the lake.  The cedar planked salmon was superb.  What a treat,ChZDSUhNMG9nS0VJQ0FnSUNqN09faUZREAE,New Orleans,en,6599
Service was terrible. Think they’re racist,ChZDSUhNMG9nS0VJQ0FnSUROMEtfcE13EAE,Boston,en,1278
Tortillas calientitas for $3/kilo…a whole dollar less than their competition and cheaper than most tortillerías around (been to them all)! Will continue coming as long as prices don’t go up!,ChdDSUhNMG9nS0VJQ0FnSUN0azR5dDh3RRAB,Dallas,en,3199
Very good burgers and fries. Very nice atmosphere and friendly staff. Good prices for the quality of the food. Burgers were very fresh and tasty French fries were also very well cooked nice texture and crunch to them.,ChZDSUhNMG9nS0VJQ0FnSUREMy1xQUtnEAE,Atlanta,en,1071
Delicious Mexican food the servis is friendly and courteous the best tacos al pastor.,ChdDSUhNMG9nS0VJQ0FnSUR3OTh2NTdRRRAB,Chicago,en,2950
The atmosphere is nice but the bowl was absolutely disgusting. The açaí base was extremely bland and the banana on top was old. Super disappointed in this 15 dollar bowl.,ChdDSUhNMG9nS0VJQ0FnSUMxc28yR2tRRRAB,Atlanta,en,85
Great food and drinks! Also great service!,ChZDSUhNMG9nS0VJQ0FnSUNsMW96T1RREAE,Chicago,en,2938
The lasagna was *chef's KISS*,ChZDSUhNMG9nS0VJQ0FnSUNEay1iTktREAE,San Francisco,en,4543
Not sure if it’s One Server and One Cook but do expect to wait a little bit.. but it’s worth the wait! I dug in before I took the picture but I good! No I ate great! Combination Swarma.. Salad and Hummus,ChdDSUhNMG9nS0VJQ0FnSUM5eTlyMzVnRRAB,New Orleans,en,6068
It’s the smoke chicken  for me!!,ChdDSUhNMG9nS0VJQ0FnSUNKLTQzWV9RRRAB,Dallas,en,3379
"Matthew took GREAT care of my family of four (two adults & two kids — ages 3 and 5). When you come in, ask for Matthew. His recommendations and his service was so great. This was my first time here and I’m sure we’ll be back. I love the fact that we were able to valet park our car— eliminates the need to search for a parking spot. Thank you Matthew & Atlanta Fish Market! Just what this mama needed.",ChZDSUhNMG9nS0VJQ0FnSUNqN3VIcWFBEAE,Atlanta,en,439
Only got undercooked rice twice in my 3 years eating here,ChZDSUhNMG9nS0VJQ0FnSUM5cko2d2RREAE,Cary,en,1902
Hands down the best! Not over seasoned. Food wasn’t greasy. It was perfect.,ChZDSUhNMG9nS0VJQ0FnSUNKcUpDVGNREAE,Dallas,en,3297
"Order two Cuban sandwiches, which were the saddest two sandwiches I have ever seen. Won’t be ordering again",ChdDSUhNMG9nS0VJQ0FnSUR0My1DaHNnRRAB,New York,en,4004
THE PHONE NUMBER ISNT LISTED FOR THIS LOCATION AND I SEE WHY!!! I wish I could give y’all 0 STARS YALL BURNT TF OUT OF MY POTATO I DIDNT KNOW UNTIL I TOOK IT OUT THE WRAPPER I ORDERED FROM UBER EATS YESTERDAY I WILL NEVER ORDER FROM YALL AGAIN TF,ChdDSUhNMG9nS0VJQ0FnSUNGcDlPeHJRRRAB,Atlanta,en,718
Fun place to eat,ChZDSUhNMG9nS0VJQ0FnSUNqanFqYk9REAE,New Orleans,en,5803
Very clean . Food fresh  delicious.  Whole grain bread.  Friendly. English / Spanish language.,ChZDSUhNMG9nS0VJQ0FnSUM5MS0tM2V3EAE,New York,en,3950
I respect the business model & the organization of this place. Well done.,ChdDSUhNMG9nS0VJQ0FnSUNEcWVYdnZBRRAB,Atlanta,en,654
This is a delicious spot to go to. Try the variety in their menu. The warmness of staff and just the satisfaction in the food is so good. It's well priced. Great for catering and for solo lunch.,ChdDSUhNMG9nS0VJQ0FnSUNEeUpMMXJ3RRAB,Chicago,en,3046
It's in a unique area of town known for sights that aren't the normal tourist faire. The draw here is the portions and who can beat an $18.00 Ribeye with 2 generous sides.,ChdDSUhNMG9nS0VJQ0FnSURacUxIV3JnRRAB,New Orleans,en,6459
"Started with chargrilled oysters and fried alligator bites. The oysters were so good we ordered more and twice as many as the first time. My entree was a Creole sampler basically called taste of acadiana. It was more or less what I ordered two days ago at Mr. Ed 's but this was far, far better. I mean it was fantastic!
We didn't have a reservation but the wait wasn't too bad. Bar seats opened up so we ended up sitting there instead.",ChdDSUhNMG9nS0VJQ0FnSUNqNk5tSzFBRRAB,New Orleans,en,6104
"First seafood boil experience. Walked in with my family. We ordered some drinks (lemonade, shirley temple, piano colada). The drinks were all good. We got some free popcorn. Then We ordered appetizers We got the buffalo chicken and also fried calamari. It came with some tartar sauce (or ranch not quite sure). The food was really good, always served hot. We were 7 people and We each individuslly ordered a bag. (It was quite a lot actually) for a party of 7 I think 5 bags would be enough.  We all tried the  shaking sauce and it was really good. Really great spices.  Honestly this was an amazing experience, We had an entire bag left over. The price wasnt even crazy. 10/10 would recommend.",ChdDSUhNMG9nS0VJQ0FnSUNqeHB6UW1BRRAB,Boston,en,1300
"I like the ambiance, which you can choose different dimsum on trolley. They also have menu for sharing.",ChdDSUhNMG9nS0VJQ0FnSUREaGZ1b2p3RRAB,New York,en,3986
The food was good.  The jambalaya was really good but the shrimp creole was extremely disappointing.  Decided to average with 3 stars for food.,ChdDSUhNMG9nS0VJQ0FnSUNqMmVmOW1nRRAB,New Orleans,en,5836
"Construction is being done!
Food and customer service, EVERYTHING was on point at This Location! All of the items that were requested they actually had them 🥹🥹🥹🥹!!!!!!! We've been to four different Subway locations and neither one of the four had any of the items UNTIL we arrived at THIS Subway location... They're clean 🥹🥹! I mean everything was just on point. If you're ever in the area please go check them out! A young gentleman and lady, thank you both!🥖🥙🥤",ChdDSUhNMG9nS0VJQ0FnSUNKNTRhMnBRRRAB,Atlanta,en,768
So me and my son was visiting New Orleans and we are from West Virginia... And we crossed the bridge looking for some shrimp gumbo and we happened to run across this place...and Id have to say that I absolutely loved the food here it was so fresh and delicious.....We both ordered the seafood platter and of course a cup of shrimp and sausage gumbo which was some of the best I've ever tasted...For dessert we ordered pecan pie with a side of vanilla ice cream...everything we had was delicious...the service was quick and the food was at a reasonable price...Just a little over $50 for two of us to have a delicious and full hearty meal...and the staff was very courteous and friendly.We want to extend a special thanks to the owner whose name is Claire...She even invited us to go outside and take photographs by the by the old sign that used to hang by the restaurant...So thank you very much Claire..it was a pleasure to meet you...your food is delicious and your restaurant rocks...If we're ever back down your way we will come back and visit..and eat some more of that food If anyone is visiting the area make sure you visit Claire and Russell's Marina grill...You will not be disappointed.,ChdDSUhNMG9nS0VJQ0FnSUNqd1B5bHpRRRAB,New Orleans,en,6539
I preordered my food and when I got there it took them a minute to recognize me and give me my food. The Burger was okay.,ChdDSUhNMG9nS0VJQ0FnSUNqNHJiOXFRRRAB,Atlanta,en,305
It was closed although the sign said it should've been open,ChdDSUhNMG9nS0VJQ0FnSUN4bWFDUzRBRRAB,Charlotte,en,2547
All around great place !!,ChZDSUhNMG9nS0VJQ0FnSUNkcUlMWFpBEAE,San Francisco,en,4824
"Food is pretty good, but this place has a major problem with order accuracy on takeout. Almost every time, they leave something out. There's a sign that tells customers to check the orders. Note to management, that's NOT my job, that's the restaurant's job to get it right. I have totally given up on this place, tired of paying for food and not discovering it is missing until I get home.",ChdDSUhNMG9nS0VJQ0FnSUNqbmFqRHhBRRAB,Charlotte,en,2680
Worst service ever. Everyone at our table got served and finished eating before my food arrived. Most of the food items were overpriced.,ChZDSUhNMG9nS0VJQ0FnSUNqbmFxUExnEAE,New Orleans,en,5963
The customer service is horrible,ChZDSUhNMG9nS0VJQ0FnSUNkcU9lQ0lREAE,Atlanta,en,773
Love this place since I was young went a few weeks ago I wanted jerk chicken bad I got me some took a bite and noticed my chicken was pink as hell cut my other pieces to see if it was pink too it sure was. I only had one that wasn't pink haven't got food since,ChdDSUhNMG9nS0VJQ0FnSURkMk9pMTlBRRAB,Boston,en,1365
"One of my favorite places to Dine at. From the front desk to the kitchen, the service and the food was great. She really enjoyed her Birthday celebration here two nights ago. Everyone in the restaurant from the staff and customers were complimenting her and her flowers. So as long as she’s smiling we’re good. We’ll be back.",ChdDSUhNMG9nS0VJQ0FnSUM5bjlfMXlnRRAB,Atlanta,en,190
"My wonderful and dear friend and I enjoyed the entire experience. Isaac, Daniel and the Restaurant R'evolution team made us feel both welcomed and wanted as their guests. Bypass the difficult decision process of what to order and take Isaac's recommendations. EVERYTHING he suggested was delicious. Thanks again, Isaac and team! Your Santa Fe family. :-)",ChZDSUhNMG9nS0VJQ0FnSUREMHBtUGF3EAE,New Orleans,en,5872
"We frequent New Orleans. Unfortunately this was our worst stop. We got a couple of pounds of crawfish and over half of them were mushy and disgusting.

The other Mayjor turn off was the way they shun local distilleries. When we come to New Orleans, we want a New Orleans experience. Tito’s is for Texas.",ChZDSUhNMG9nS0VJQ0FnSUNqc2JUdlRBEAE,New Orleans,en,5352
Happy birthday to me. The food and service were excellent.,ChdDSUhNMG9nS0VJQ0FnSUNENmFDLWdnRRAB,Atlanta,en,429
"They raised the price of the food extremely hight..I used to come here or buying to take out.  Today the dish
I usually buy went up $8.00 Just like that. My last time buying something here. Don't misunderstand, the staff is really good and nice just I think the the prices are getting higher. ..Just my point of view.",ChdDSUhNMG9nS0VJQ0FnSUREcE5fVTRRRRAB,Chicago,en,2994
Chicken Sandwich is always a hit! Had the patty melt this time and it was also amazing!,ChdDSUhNMG9nS0VJQ0FnSUREbzdIZnRnRRAB,Cary,en,2158
"Amazing food and amazing service

My pizza fresh and delicious my experience was a 10/10",ChdDSUhNMG9nS0VJQ0FnSUQ5eGJtSDVRRRAB,Atlanta,en,467
This is our favorite. All the dishes I tried today are delicious and absolutely recommend it. Braised Beef Tendon with Chestnuts was amazing. They have a lot of other dishes that we would want to go back and try.,ChZDSUhNMG9nS0VJQ0FnSUNEb1l5YVBBEAE,New York,en,4343
"The music is extremely LOUD. It's so loud that you can't think or hear someone sitting across from you. The food was great until my friend pulled out a long string of hair from her teeth, not once but twice.  (Pictured on the plate). We notified management and was accused of not trying to pay for the meals.",ChdDSUhNMG9nS0VJQ0FnSURkMnZfZGpRRRAB,New Orleans,en,5486
The service was great. However the bathrooms are so disgusting. It looked like people were pissing all over the floor and toilet seat. The entire bathroom was wet and disgusting.,ChdDSUhNMG9nS0VJQ0FnSUNEeC1hRzRBRRAB,New York,en,4426
Fast service,ChZDSUhNMG9nS0VJQ0FnSURObWN2RlF3EAE,Cary,en,1800
"I had honey lemon pepper chicken tenders... they were good! The customer service is horrible. I ordered online food wasn't ready I waited an additional 20 mins. She was eating at the counter, wasn't dress to be serving customer very unorganized and she slick rude. I try to support small business but she needs to hire a cashier and work on her communication and customer service skills.",ChdDSUhNMG9nS0VJQ0FnSUNadS1MMjNBRRAB,Atlanta,en,853
"BOMB flavor, texture and perfectly cooked..had the shrimp and pork dumplings, the crabmeat and pork buns and the braised meat soup..everything was beyond delicious and authentic",ChdDSUhNMG9nS0VJQ0FnSUNqMHBtV3dBRRAB,New York,en,4290
"Great food, great view and waitress.",ChdDSUhNMG9nS0VJQ0FnSUREd2UzT2tnRRAB,New Orleans,en,6548
"Good vibes! Food was good but they ran out of juice for our alcoholic drinks,  but offered good alternatives!",ChdDSUhNMG9nS0VJQ0FnSUM5bGVDU2tnRRAB,Cary,en,2071
Friendly and great customer service. Great team this Sunday afternoon,ChdDSUhNMG9nS0VJQ0FnSUNXajZmVjd3RRAB,Dallas,en,3664
This place is supercute and food was excellent!,ChdDSUhNMG9nS0VJQ0FnSUREaUxPX3h3RRAB,Atlanta,en,412
Great Restaurant in a beautiful hotel ( four seasons. Great New Orleans food! Enjoyed and a must try if your visiting N.O.!,ChZDSUhNMG9nS0VJQ0FnSURkeEkyLU5REAE,New Orleans,en,5824
"This food was unique in that it was very much the natural flavors of the ingredients. It was also high quality. When traveling, it was like eating at my mother’s house. I truly enjoyed it.",ChZDSUhNMG9nS0VJQ0FnSUNkNk5qNldREAE,New York,en,4294
Good food when they get the takeout order right.  That's always hit or miss.,ChdDSUhNMG9nS0VJQ0FnSUR0ek9fTGpBRRAB,Charlotte,en,2374
"Very tasty ramen, although trust them when they say their spicy ramen is hot! The cocktail and drink selection is great",ChdDSUhNMG9nS0VJQ0FnSUNqa1pUb3dRRRAB,Atlanta,en,40
"When I first arrived in Atlanta in 1986 from Brooklyn N.Y I was taken to this slice of heaven. When they moved I followed. If you're from Brooklyn you know what great Italian food is and this place is Brooklyn.
The Chicken Parmesean, the Pasta, the cheese and desserts are fantastic. Bravo Bravo Bravo.",ChZDSUhNMG9nS0VJQ0FnSUM5NU4teUt3EAE,Atlanta,en,445
This place trying to tax. Now.,ChdDSUhNMG9nS0VJQ0FnSUREeXFybXRBRRAB,Chicago,en,3082
Customer service was amazing. Food came out in a good timely manner and was amazing. Definitely will be returning!,ChdDSUhNMG9nS0VJQ0FnSUQ5anVYdWtnRRAB,Atlanta,en,940
